text,src_start,src_end,dst_start,dst_end
update the name of wnmtuf.txt to tmp/jzy.csv for me,19,29,33,44
"can you could you rename omlisql.txt as ""new/tawtlqc.jpg""",25,36,40,57
please rename mqqqerkk.docx as ftxeog.jpg instantly,14,27,31,41
"give the sack you rename ""rru.jpg"" as wzgewg.json for me",25,34,38,49
okay could you rename nfj.jpg as nirqogzk.csv please,22,29,33,45
"update the public of ""data/mmfavtsr.md"" to bfyhsqe.json now",21,39,43,55
"rename yrfrn.json to ""logs/mkhkrb.js"" now",7,17,21,37
can you rename file aix.json into vxj.js please,20,28,34,40
tush you rename krph.png to bjbv.py for maine,16,24,28,35
hey change name from wrkvvx.md to hmjysdba.json now,21,30,34,47
"can you rename uhqyniso.png to ""flov.log"" for me",15,27,31,41
please rename file dkobjlou.json into backup/lix.docx for me,19,32,38,53
"okay i lack to rename eqgm.docx to ""old/hbws.pdf"" now",22,31,35,49
please update the epithet of data/vvsxiq.md to v2/bjnqh.json for me,29,43,47,60
"derriere you change pcs.pdf to ""iswt.docx"" now",20,27,31,42
"change filename from ""eys.py"" to shh.js",21,29,33,39
arse you alteration new/tkbfx.csv to logs/qhzznkrw.py,20,33,37,53
can you rename file zrzgta.txt into nizo.py,20,30,36,43
"could you rename ""cte.csv"" as saoj.py please",17,26,30,37
hey could you rename data/atzbsc.docx as logs/zxl.txt please,21,37,41,53
"could you rename znnj.py as ""vlbe.txt"" for me",17,24,28,38
"change ""hghpsq.json"" to backup/xibxvqd.py for me",7,20,24,41
please i want to rename backup/xaaw.json to dts.docx please,24,40,44,52
could you rename ymhrdt.py as backup/rdeg.pdf for me,17,26,30,45
"john you change v1/jprmxj.py to ""v2/zreg.log"" please",16,28,32,45
"hey rename ""old/mxpwhh.csv"" as v1/ttvry.pdf",11,27,31,43
"stern you rename cakf.js to ""v2/ssx.csv"" please",17,24,28,40
"1 want to rename ""logs/dahbms.log"" to data/qxv.json please",17,34,38,51
okay i want to rename v1/wsh.js to ctaleez.json,22,31,35,47
okay variety filename from new/jzqc.png to v1/mgbqibrs.csv now,27,39,43,58
"please change project/idvb.json to ""src/oemtz.png"" now",14,31,35,50
okay rename yovkjc.json to krez.md now,12,23,27,34
"rename ""rsg.docx"" to ""msyvqr.js""",7,17,21,32
rename v2/fwn.jpg as dlkgikec.txt for me,7,17,21,33
"okay change filename from ccowx.docx to ""hbiefejc.json"" please",26,36,40,55
"rename file ricvbmc.txt into ""udsf.pdf"" for pine tree",12,23,29,39
"update the name of logs/vqanossp.png to ""backup/bhfxjn.py"" please",19,36,40,58
update the name of qazkldqz.log to tnqvqg.json please,19,31,35,46
please rename old/qmsk.txt as yce.pdf please,14,26,30,37
okeh rename nzeewpvt.jpg as skgwiawi.md for me,12,24,28,39
"alteration tqzv.js to ""tmp/bkmtco.pdf"" for me",11,18,22,38
"rename v2/omvrfo.jpg as ""new/flyukkb.txt"" please",7,20,24,41
"hey variety ""ncht.js"" to project/bmml.png for me",12,21,25,41
single want to rename project/cwg.txt to v2/leiayjz.png now,22,37,41,55
"please i want to rename ""qzcaghs.txt"" to dtakpjr.md for me",24,37,41,51
"variety filename from wsxhykni.py to ""cdo.csv""",22,33,37,46
"update the public figure of hur.jpg to ""nvaoinn.txt"" please",28,35,39,52
"modification computer file name from ""logs/nrrc.js"" to ""src/xwvpawkj.md"" now",37,51,55,72
hey i want to rename logs/hovamp.docx to fnahqb.jpg,21,37,41,51
iodine want to rename hagcmw.json to odkxxxki.csv for me,22,33,37,49
okeh ace want to rename data/hcosuem.pdf to wtskwcd.docx for maine,24,40,44,56
"can you variety filename from new/elfzx.png to ""tmp/vfuxceqw.js"" now",30,43,47,64
"update the name of v2/uyh.jpg to ""ugvxzwsk.log"" please",19,29,33,47
hey rename old/nkx.csv as duu.csv now,11,22,26,33
"rename pazsygek.jpg to ""ipyotta.log""",7,19,23,36
"okay variety computer filename from ubdv.log to ""lnbmfmm.js"" please",36,44,48,60
okay i want to rename vgaaqlk.json to hzwa.md,22,34,38,45
please rename file gwsdz.docx into vas.json please,19,29,35,43
bum you variety v1/jdahy.js to data/kkfvo.csv,16,27,31,45
"hey i want to rename akvcxsoc.pdf to ""qagjx.docx"" now",21,33,37,49
hey variety filename from gxehrp.png to lruzy.txt please,26,36,40,49
"please could you rename ""v1/hcplcp.pdf"" as fsiibaku.csv",24,39,43,55
"rename ""twzcxth.pdf"" to ""sgwgdwp.docx""",7,20,24,38
hey update the name of jtpqqp.log to ziijcnn.csv for me,23,33,37,48
"rename v1/zlwluf.txt to ""data/qboe.txt""",7,20,24,39
"okay single want to rename ""v2/vfa.pdf"" to ""aiyqz.py""",27,39,43,53
"give the axe you could you rename new/smxwxyx.pdf as ""dwwnuquf.jpg""",34,49,53,67
". k. rename ""v2/ybcyduie.md"" as orwis.pdf please",12,28,32,41
rename data/ttboza.txt to ivhuladv.js please,7,22,26,37
"rename file ""xxb.pdf"" into jvpdf.txt for me",12,21,27,36
"rename ""nxxqyww.pdf"" to lxmufjat.csv",7,20,24,36
"hey update the name of camalcu.txt to ""ocusjayh.js"" please",23,34,38,51
okay could you rename new/imnisfv.json as nij.png please,22,38,42,49
"tush you rename ""data/pfkqxfjz.pdf"" to nnwwyp.png please",16,35,39,49
"please rename v2/kkbiy.py to ""inohzxf.json"" instantly",14,25,29,43
hey update the name of wjubvhx.jpg to project/zsixpyk.csv for me,23,34,38,57
"rename file njeustch.png into ""ciqp.png"" now",12,24,30,40
"please rename file qvvboqjp.py into ""project/efkupc.jpg"" please",19,30,36,56
"can you change filename from new/oklmotb.csv to ""khsldewo.js""",29,44,48,61
please i want to rename old/sms.log to sskqe.txt please,24,35,39,48
"okay rename ""src/gdlvw.py"" to ""backup/hzns.png"" for me",12,26,30,47
"can you alteration ""tmp/qnugc.md"" to ""uulqrwp.md"" for me",19,33,37,49
rename file project/pqvsoy.md into mifuiujn.md instantly,12,29,35,46
"can you rename ""oedg.txt"" as filzfiud.js now",15,25,29,40
"can you change filename from ""lhlre.md"" to lfnkcle.js",29,39,43,53
variety filename from project/kmhc.png to mtoxbn.docx please,22,38,42,53
"i need to rename ""src/iupokx.py"" to data/fbrw.txt please",17,32,36,49
please rename pnuzfdg.png as logs/mngudg.docx for pine tree state,14,25,29,45
please variety scpdyv.jpg to bmu.pdf now,15,25,29,36
can you update the name of uqs.docx to zguw.js now,27,35,39,46
"hey rename ikeqkwxr.md as ""ttfgzq.md""",11,22,26,37
"okeh rename ""nnwj.docx"" to new/ohz.js",12,23,27,37
"hey rename ""v2/axeuikt.jpg"" as ""src/ngp.csv"" for me",11,27,31,44
i want to rename v1/zgow.png to eyiz.png for me,17,28,32,40
"o.k. rename ""yjkxo.md"" to ""mrdmu.png"" please",12,22,26,37
can you update the gens of uksvcsiu.pdf to new/vkdkuwds.py for pine tree state,27,39,43,58
terminate you alteration filename from bkkfbley.json to eald.py,39,52,56,63
hey rename filing cabinet tmp/rmg.jpg into mprdsj.docx for maine,26,37,43,54
"please could you rename ""backup/kro.csv"" as old/psj.md for me",24,40,44,54
"okay change computer filename from nvamgrmv.csv to ""rakm.jpg"" please",35,47,51,61
update the name of v1/wctjyd.txt to opugcgx.jpg at once,19,32,36,47
okay rename indian file rfgvguri.py into old/ykkoemzj.pdf please,24,35,41,57
"can you i neediness to rename tmp/tvwxie.pdf to ""nvfmodey.txt""",30,44,48,62
please rename yul.txt to v1/liznq.csv now,14,21,25,37
"please update the name of project/top.pdf to ""tmp/mhhjq.csv""",26,41,45,60
change filename from old/lmwpydtn.csv to old/iviepdi.json,21,37,41,57
"okay 1 want to rename ""vifdxcc.csv"" to project/cliug.docx present",22,35,39,57
"okeh could you rename ""larwpr.docx"" as hcyn.docx please",22,35,39,48
"hey change ""new/tfrysk.jpg"" to project/bgnla.docx for me",11,27,31,49
"ok rename ""project/khw.json"" as ocf.pdf for pine tree state",10,28,32,39
"send away you update the name of logs/nmwdsg.docx to ""osej.log"" please",33,49,53,63
"please rename ""pfbemv.md"" to ""ffvlukq.txt"" now",14,25,29,42
could you rename logs/tketnyb.png as v1/qxn.docx now,17,33,37,48
"change uuazrx.json to ""old/klmaxrba.docx"" please",7,18,22,41
okay could you rename v2/xivesh.txt as srxzvdi.csv now,22,35,39,50
rename qlz.docx to ochimiq.md now,7,15,19,29
please change filename from fxads.log to backup/rjg.log please,28,37,41,55
"hey i wish to rename ""nrltnj.png"" to ""v1/vnyjbzur.csv"" now",21,33,37,54
"okay rename indian file ""src/mfdvn.pdf"" into ""xdk.pdf"" for maine",24,39,45,54
"can you rename duwm.md to ""v2/umn.pdf"" please",15,22,26,38
"please could you rename logs/mrwk.txt as ""aiwyxld.json""",24,37,41,55
"can you rename ""jtkng.md"" as ""opnfa.json"" for maine",15,25,29,41
"behind you could you rename ""fjyauj.js"" as ""project/zufmtshu.txt"" please",28,39,43,65
"please rename file ""aoxls.js"" into old/uagyp.txt for me",19,29,35,48
hey update the figure of qfyxcor.jpg to v1/rgnofa.pdf for maine,25,36,40,53
i want to rename src/cdvlbim.csv to logs/mnv.txt for me,17,32,36,48
"please rename v2/pbyzpptk.docx as ""cmiqpou.pdf"" for me",14,30,34,47
okay ace wishing to rename logs/aovtrxoc.txt to gxnm.png now,27,44,48,56
"please could you rename data/kkzar.jpg as ""backup/eotupso.py"" for me",24,38,42,61
"can you rename ""logs/khuddadx.png"" to new/wpqdoz.json now",15,34,38,53
okay rename file src/nlmfh.md into inji.js for me,17,29,35,42
please rename project/equxepgw.docx to src/dlef.pdf right,14,35,39,51
can you rename gpkik.csv to src/umbckxz.js,15,24,28,42
"please could you rename ""logs/plyxoa.json"" as project/ruz.png please",24,42,46,61
"okay rename file ""adaaedr.txt"" into data/usry.png please",17,30,36,49
rename file cabinet kttc.json into nsndd.txt please,20,29,35,44
"hey iodin want to rename ""tlizstv.csv"" to jcqb.pdf for pine tree state",25,38,42,50
"please iodine want to rename ""msd.pdf"" to ""src/grfz.pdf"" please",29,38,42,56
can you change ouucgl.py to v1/dukb.md for me,15,24,28,38
change filename from old/akgqbj.md to rtegsudc.png for maine,21,34,38,50
"please rename data file data/yevh.csv into ""ppcryfy.md""",24,37,43,55
"can you change filename from ""data/dxuwghy.txt"" to ""v1/jwmhxu.js""",29,47,51,65
"please rename ""slhcny.txt"" as ""ujhtno.js"" now",14,26,30,41
update the epithet of vgwlmoap.docx to uetj.py directly,22,35,39,46
"can you update the public figure of ""v1/zbsahdv.jpg"" to logs/jld.md now",36,52,56,67
hey update the name of new/ghypgn.csv to old/xnorps.jpg straight off,23,37,41,55
okay change ueefnv.md to zplzghm.csv now,12,21,25,36
